From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
P21333	UniRef100_P21333	Cluster: Filamin-A	6	1.0	Homininae	207598
P21399	UniRef100_P21399	Cluster: Cytoplasmic aconitate hydratase	5	1.0	Homo sapiens	9606
P21439	UniRef100_P21439	Cluster: Phosphatidylcholine translocator ABCB4	1	1.0	Homo sapiens	9606
P21462	UniRef100_P21462	Cluster: fMet-Leu-Phe receptor	5	1.0	Homininae	207598
P21579	UniRef100_P21579	Cluster: Synaptotagmin-1	36	1.0	Simiiformes	314293
P21580	UniRef100_P21580	Cluster: Tumor necrosis factor alpha-induced protein 3	2	1.0	Homo sapiens	9606
P21673	UniRef100_P21673	Cluster: Diamine acetyltransferase 1	8	1.0	Homininae	207598
P21675	UniRef100_P21675	Cluster: Transcription initiation factor TFIID subunit 1	2	1.0	Homo sapiens	9606
P21730	UniRef100_P21730	Cluster: C5a anaphylatoxin chemotactic receptor 1	1	1.0	Homo sapiens	9606
P21796	UniRef100_P21796	Cluster: Voltage-dependent anion-selective channel protein 1	17	1.0	Boreoeutheria	1437010
P21802	UniRef100_P21802	Cluster: Fibroblast growth factor receptor 2	1	1.0	Homo sapiens	9606
P21810	UniRef100_P21810	Cluster: Biglycan	3	1.0	Homo sapiens	9606
P21815	UniRef100_P21815	Cluster: Bone sialoprotein 2	1	1.0	Homo sapiens	9606
P21912	UniRef100_P21912	Cluster: Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	9	1.0	Hominidae	9604
P21953	UniRef100_P21953	Cluster: 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	5	1.0	Homininae	207598
P21964	UniRef100_P21964	Cluster: Catechol O-methyltransferase	3	1.0	Homo sapiens	9606
P22059	UniRef100_P22059	Cluster: Oxysterol-binding protein 1	1	1.0	Homo sapiens	9606
P22079	UniRef100_P22079	Cluster: Lactoperoxidase	2	1.0	Homo sapiens	9606
P22087	UniRef100_P22087	Cluster: rRNA 2'-O-methyltransferase fibrillarin	7	1.0	Catarrhini	9526
P22090	UniRef100_P22090	Cluster: Small ribosomal subunit protein eS4, Y isoform 1	2	1.0	Homininae	207598
P22102	UniRef100_P22102	Cluster: Trifunctional purine biosynthetic protein adenosine-3	2	1.0	Homo sapiens	9606
P22105	UniRef100_P22105	Cluster: Tenascin-X	3	1.0	Homo sapiens	9606
P22223	UniRef100_P22223	Cluster: Cadherin-3	3	1.0	Homo sapiens	9606
P22234	UniRef100_P22234	Cluster: Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	6	1.0	Homo sapiens	9606
P22307	UniRef100_P22307	Cluster: Sterol carrier protein 2	5	1.0	Homo sapiens	9606
P22309	UniRef100_P22309	Cluster: UDP-glucuronosyltransferase 1A1	8	1.0	Hominidae	9604
P22314	UniRef100_P22314	Cluster: Ubiquitin-like modifier-activating enzyme 1	10	1.0	Homo sapiens	9606
P22352	UniRef100_P22352	Cluster: Glutathione peroxidase 3	4	1.0	Homininae	207598
P22392	UniRef100_P22392	Cluster: Nucleoside diphosphate kinase B	12	1.0	Euarchontoglires	314146
P22415	UniRef100_P22415	Cluster: Upstream stimulatory factor 1	28	1.0	Boreoeutheria	1437010
P22492	UniRef100_P22492	Cluster: Histone H1t	1	1.0	Homo sapiens	9606
P22626	UniRef100_P22626	Cluster: Heterogeneous nuclear ribonucleoproteins A2/B1	109	1.0	Amniota	32524
P22681	UniRef100_P22681	Cluster: E3 ubiquitin-protein ligase CBL	5	1.0	Homininae	207598
P22692	UniRef100_P22692	Cluster: Insulin-like growth factor-binding protein 4	14	1.0	Catarrhini	9526
P22694	UniRef100_P22694	Cluster: cAMP-dependent protein kinase catalytic subunit beta	7	1.0	Hominoidea	314295
P22695	UniRef100_P22695	Cluster: Cytochrome b-c1 complex subunit 2, mitochondrial	2	1.0	Homo sapiens	9606
P22732	UniRef100_P22732	Cluster: Solute carrier family 2, facilitated glucose transporter member 5	13	1.0	Hominidae	9604
P22735	UniRef100_P22735	Cluster: Protein-glutamine gamma-glutamyltransferase K	6	1.0	Homo sapiens	9606
P22736	UniRef100_P22736	Cluster: Nuclear receptor subfamily 4 group A member 1	9	1.0	Hominidae	9604
P22792	UniRef100_P22792	Cluster: Carboxypeptidase N subunit 2	1	1.0	Homo sapiens	9606
P22794	UniRef100_P22794	Cluster: Protein EVI2A	1	1.0	Homo sapiens	9606
P22897	UniRef100_P22897	Cluster: Macrophage mannose receptor 1	2	1.0	Homo sapiens	9606
P23025	UniRef100_P23025	Cluster: DNA repair protein complementing XP-A cells	1	1.0	Homo sapiens	9606
P23142	UniRef100_P23142	Cluster: Fibulin-1	4	1.0	Homo sapiens	9606
P23193	UniRef100_P23193	Cluster: Transcription elongation factor A protein 1	13	1.0	Catarrhini	9526
P23229	UniRef100_P23229	Cluster: Integrin alpha-6	1	1.0	Homo sapiens	9606
P23246	UniRef100_P23246	Cluster: Splicing factor, proline- and glutamine-rich	9	1.0	Boreoeutheria	1437010
P23258	UniRef100_P23258	Cluster: Tubulin gamma-1 chain	19	1.0	Primates	9443
P23280	UniRef100_P23280	Cluster: Carbonic anhydrase 6	2	1.0	Homo sapiens	9606
P23284	UniRef100_P23284	Cluster: Peptidyl-prolyl cis-trans isomerase B	18	1.0	Boreoeutheria	1437010
P23297	UniRef100_P23297	Cluster: Protein S100-A1	13	1.0	Simiiformes	314293
P23378	UniRef100_P23378	Cluster: Glycine dehydrogenase (decarboxylating), mitochondrial	3	1.0	Homo sapiens	9606
P23396	UniRef100_P23396	Cluster: Small ribosomal subunit protein uS3	62	1.0	cellular organisms	131567
P23458	UniRef100_P23458	Cluster: Tyrosine-protein kinase JAK1	6	1.0	Homo sapiens	9606
P23467	UniRef100_P23467	Cluster: Receptor-type tyrosine-protein phosphatase beta	1	1.0	Homo sapiens	9606
P23497	UniRef100_P23497	Cluster: Nuclear autoantigen Sp-100	3	1.0	Homo sapiens	9606
P23515	UniRef100_P23515	Cluster: Oligodendrocyte-myelin glycoprotein	1	1.0	Homo sapiens	9606
P23588	UniRef100_P23588	Cluster: Eukaryotic translation initiation factor 4B	3	1.0	Boreoeutheria	1437010
P23743	UniRef100_P23743	Cluster: Diacylglycerol kinase alpha	10	1.0	Homininae	207598
P23769	UniRef100_P23769	Cluster: Endothelial transcription factor GATA-2	7	1.0	Hominoidea	314295
P23786	UniRef100_P23786	Cluster: Carnitine O-palmitoyltransferase 2, mitochondrial	2	1.0	Homo sapiens	9606
P24001	UniRef100_P24001	Cluster: Interleukin-32	3	1.0	Homo sapiens	9606
P24071	UniRef100_P24071	Cluster: Immunoglobulin alpha Fc receptor	5	1.0	Homo sapiens	9606
P24278	UniRef100_P24278	Cluster: Zinc finger and BTB domain-containing protein 25	2	1.0	Homo sapiens	9606
P24385	UniRef100_P24385	Cluster: G1/S-specific cyclin-D1	7	1.0	Homininae	207598
P24390	UniRef100_P24390	Cluster: ER lumen protein-retaining receptor 1	16	1.0	Catarrhini	9526
P24394	UniRef100_P24394	Cluster: Interleukin-4 receptor subunit alpha	9	1.0	Homininae	207598
P24468	UniRef100_P24468	Cluster: COUP transcription factor 2	32	1.0	Euarchontoglires	314146
P24522	UniRef100_P24522	Cluster: Growth arrest and DNA damage-inducible protein GADD45 alpha	15	1.0	Simiiformes	314293
P24530	UniRef100_P24530	Cluster: Endothelin receptor type B	5	1.0	Homininae	207598
P24534	UniRef100_P24534	Cluster: Elongation factor 1-beta	8	1.0	Homininae	207598
P24539	UniRef100_P24539	Cluster: ATP synthase F(0) complex subunit B1, mitochondrial	2	1.0	Homo sapiens	9606
P24723	UniRef100_P24723	Cluster: Protein kinase C eta type	1	1.0	Homo sapiens	9606
P24844	UniRef100_P24844	Cluster: Myosin regulatory light polypeptide 9	335	1.0	Amniota	32524
P24863	UniRef100_P24863	Cluster: Cyclin-C	24	1.0	Euarchontoglires	314146
P24928	UniRef100_P24928	Cluster: DNA-directed RNA polymerase II subunit RPB1	1	1.0	Homo sapiens	9606
P25025	UniRef100_P25025	Cluster: C-X-C chemokine receptor type 2	16	1.0	Homininae	207598
Q6L5J4	UniRef100_P25089	Cluster: N-formyl peptide receptor 3	2	1.0	Homo sapiens	9606
P25092	UniRef100_P25092	Cluster: Guanylyl cyclase C	2	1.0	Homo sapiens	9606
P25106	UniRef100_P25106	Cluster: Atypical chemokine receptor 3	3	1.0	Homininae	207598
P25116	UniRef100_P25116	Cluster: Proteinase-activated receptor 1	5	1.0	Homo sapiens	9606
P25205	UniRef100_P25205	Cluster: DNA replication licensing factor MCM3	2	1.0	Homo sapiens	9606
P25398	UniRef100_P25398	Cluster: Small ribosomal subunit protein eS12	123	1.0	Euteleostomi	117571
P25440	UniRef100_P25440	Cluster: Bromodomain-containing protein 2	3	1.0	Homininae	207598
P25490	UniRef100_P25490	Cluster: Transcriptional repressor protein YY1	4	1.0	Catarrhini	9526
P25685	UniRef100_P25685	Cluster: DnaJ homolog subfamily B member 1	17	1.0	Hominidae	9604
P25686	UniRef100_P25686	Cluster: DnaJ homolog subfamily B member 2	12	1.0	Catarrhini	9526
P25705	UniRef100_P25705	Cluster: ATP synthase subunit alpha, mitochondrial	10	1.0	Homininae	207598
P25774	UniRef100_P25774	Cluster: Cathepsin S	5	1.0	Homo sapiens	9606
P25786	UniRef100_P25786	Cluster: Proteasome subunit alpha type-1	42	1.0	Boreoeutheria	1437010
P25787	UniRef100_P25787	Cluster: Proteasome subunit alpha type-2	115	1.0	Eutheria	9347
P25788	UniRef100_P25788	Cluster: Proteasome subunit alpha type-3	28	1.0	Simiiformes	314293
P25789	UniRef100_P25789	Cluster: Proteasome subunit alpha type-4	57	1.0	Eutheria	9347
P25791	UniRef100_P25791	Cluster: Rhombotin-2	127	1.0	Amniota	32524
P25963	UniRef100_P25963	Cluster: NF-kappa-B inhibitor alpha	1	1.0	Homo sapiens	9606
P26010	UniRef100_P26010	Cluster: Integrin beta-7	5	1.0	Homo sapiens	9606
P26038	UniRef100_P26038	Cluster: Moesin	16	1.0	Catarrhini	9526
P26196	UniRef100_P26196	Cluster: Probable ATP-dependent RNA helicase DDX6	18	1.0	Catarrhini	9526
P26358	UniRef100_P26358	Cluster: DNA (cytosine-5)-methyltransferase 1	8	1.0	Homininae	207598
P26368	UniRef100_P26368	Cluster: Splicing factor U2AF 65 kDa subunit	49	1.0	Eutheria	9347
P26373	UniRef100_P26373	Cluster: Large ribosomal subunit protein eL13	12	1.0	Hominidae	9604
P26374	UniRef100_P26374	Cluster: Rab proteins geranylgeranyltransferase component A 2	2	1.0	Homo sapiens	9606
P26440	UniRef100_P26440	Cluster: Isovaleryl-CoA dehydrogenase, mitochondrial	3	1.0	Homo sapiens	9606
P26583	UniRef100_P26583	Cluster: High mobility group protein B2	20	1.0	Opisthokonta	33154
P26599	UniRef100_P26599	Cluster: Polypyrimidine tract-binding protein 1	4	1.0	Hominidae	9604
P26639	UniRef100_P26639	Cluster: Threonine--tRNA ligase 1, cytoplasmic	3	1.0	Homininae	207598
P26640	UniRef100_P26640	Cluster: Valine--tRNA ligase	3	1.0	Homo sapiens	9606
P26641	UniRef100_P26641	Cluster: Elongation factor 1-gamma	6	1.0	Boreoeutheria	1437010
P26651	UniRef100_P26651	Cluster: mRNA decay activator protein ZFP36	4	1.0	Hominidae	9604
Q5R352	UniRef100_P26678	Cluster: Cardiac phospholamban	2	1.0	Homo sapiens	9606
P26885	UniRef100_P26885	Cluster: Peptidyl-prolyl cis-trans isomerase FKBP2	5	1.0	Homo sapiens	9606
P27105	UniRef100_P27105	Cluster: Stomatin	6	1.0	Homininae	207598
P27144	UniRef100_P27144	Cluster: Adenylate kinase 4, mitochondrial	8	1.0	Simiiformes	314293
P27169	UniRef100_P27169	Cluster: Serum paraoxonase/arylesterase 1	4	1.0	Eukaryota	2759
P27216	UniRef100_P27216	Cluster: Annexin A13	1	1.0	Homo sapiens	9606
P27348	UniRef100_P27348	Cluster: 14-3-3 protein theta	77	1.0	Eutheria	9347
P27448	UniRef100_P27448	Cluster: MAP/microtubule affinity-regulating kinase 3	4	1.0	Homininae	207598
P27487	UniRef100_P27487	Cluster: Dipeptidyl peptidase 4	12	1.0	Homo sapiens	9606
P27540	UniRef100_P27540	Cluster: Aryl hydrocarbon receptor nuclear translocator	2	1.0	Homo sapiens	9606
P27635	UniRef100_P27635	Cluster: Large ribosomal subunit protein uL16	8	1.0	cellular organisms	131567
P27694	UniRef100_P27694	Cluster: Replication protein A 70 kDa DNA-binding subunit	7	1.0	Homo sapiens	9606
P27708	UniRef100_P27708	Cluster: CAD protein	2	1.0	Homo sapiens	9606
P27797	UniRef100_P27797	Cluster: Calreticulin	4	1.0	cellular organisms	131567
P27816	UniRef100_P27816	Cluster: Microtubule-associated protein 4	1	1.0	Homo sapiens	9606
P27824	UniRef100_P27824	Cluster: Calnexin	5	1.0	Homo sapiens	9606
P27918	UniRef100_P27918	Cluster: Properdin	7	1.0	Homo sapiens	9606
P27930	UniRef100_P27930	Cluster: Interleukin-1 receptor type 2	5	1.0	Homo sapiens	9606
P27986	UniRef100_P27986	Cluster: Phosphatidylinositol 3-kinase regulatory subunit alpha	8	1.0	Homo sapiens	9606
P28062	UniRef100_P28062	Cluster: Proteasome subunit beta type-8	2	1.0	Homo sapiens	9606
P28066	UniRef100_P28066	Cluster: Proteasome subunit alpha type-5	116	1.0	Tetrapoda	32523
P28068	UniRef100_P28068	Cluster: HLA class II histocompatibility antigen, DM beta chain	3	1.0	Homo sapiens	9606
P28070	UniRef100_P28070	Cluster: Proteasome subunit beta type-4	10	1.0	Homininae	207598
P28072	UniRef100_P28072	Cluster: Proteasome subunit beta type-6	6	1.0	Homo sapiens	9606
P28074	UniRef100_P28074	Cluster: Proteasome subunit beta type-5	8	1.0	Hominidae	9604
P28288	UniRef100_P28288	Cluster: ATP-binding cassette sub-family D member 3	5	1.0	Homininae	207598
P28290	UniRef100_P28290	Cluster: Protein ITPRID2	3	1.0	Homo sapiens	9606
P28300	UniRef100_P28300	Cluster: Protein-lysine 6-oxidase	9	1.0	Simiiformes	314293
P28325	UniRef100_P28325	Cluster: Cystatin-D	1	1.0	Homo sapiens	9606
P28328	UniRef100_P28328	Cluster: Peroxisome biogenesis factor 2	2	1.0	Homo sapiens	9606
P28331	UniRef100_P28331	Cluster: NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	7	1.0	Homininae	207598
P28370	UniRef100_P28370	Cluster: Probable global transcription activator SNF2L1	8	1.0	Catarrhini	9526
P28482	UniRef100_P28482	Cluster: Mitogen-activated protein kinase 1	37	1.0	Eutheria	9347
P28562	UniRef100_P28562	Cluster: Dual specificity protein phosphatase 1	6	1.0	Hominidae	9604
P28749	UniRef100_P28749	Cluster: Retinoblastoma-like protein 1	3	1.0	Homo sapiens	9606
P28799	UniRef100_P28799	Cluster: Progranulin	8	1.0	Homo sapiens	9606
P28827	UniRef100_P28827	Cluster: Receptor-type tyrosine-protein phosphatase mu	1	1.0	Homo sapiens	9606
P28838	UniRef100_P28838	Cluster: Cytosol aminopeptidase	6	1.0	Homininae	207598
P28906	UniRef100_P28906	Cluster: Hematopoietic progenitor cell antigen CD34	4	1.0	Homo sapiens	9606
P29017	UniRef100_P29017	Cluster: T-cell surface glycoprotein CD1c	2	1.0	Homo sapiens	9606
P29084	UniRef100_P29084	Cluster: Transcription initiation factor IIE subunit beta	9	1.0	Hominidae	9604
P29122	UniRef100_P29122	Cluster: Proprotein convertase subtilisin/kexin type 6	2	1.0	Homo sapiens	9606
P29144	UniRef100_P29144	Cluster: Tripeptidyl-peptidase 2	11	1.0	Catarrhini	9526
P29279	UniRef100_P29279	Cluster: CCN family member 2	1	1.0	Homo sapiens	9606
P29317	UniRef100_P29317	Cluster: Ephrin type-A receptor 2	2	1.0	Homo sapiens	9606
P29350	UniRef100_P29350	Cluster: Tyrosine-protein phosphatase non-receptor type 6	6	1.0	Homininae	207598
P29374	UniRef100_P29374	Cluster: AT-rich interactive domain-containing protein 4A	3	1.0	Homo sapiens	9606
B4E022	UniRef100_P29401	Cluster: Transketolase	5	1.0	Homo sapiens	9606
P29466	UniRef100_P29466	Cluster: Caspase-1	2	1.0	Homo sapiens	9606
P29474	UniRef100_P29474	Cluster: Nitric oxide synthase 3	3	1.0	Homo sapiens	9606
P29558	UniRef100_P29558	Cluster: RNA-binding motif, single-stranded-interacting protein 1	4	1.0	Hominoidea	314295
P29590	UniRef100_P29590	Cluster: Protein PML	2	1.0	Homo sapiens	9606
P29692	UniRef100_P29692	Cluster: Elongation factor 1-delta	22	1.0	Homo sapiens	9606
P29966	UniRef100_P29966	Cluster: Myristoylated alanine-rich C-kinase substrate	1	1.0	Homo sapiens	9606
P29972	UniRef100_P29972	Cluster: Aquaporin-1	4	1.0	Homininae	207598
P29992	UniRef100_P29992	Cluster: Guanine nucleotide-binding protein subunit alpha-11	6	1.0	Homininae	207598
P30040	UniRef100_P30040	Cluster: Endoplasmic reticulum resident protein 29	2	1.0	Homo sapiens	9606
P30043	UniRef100_P30043	Cluster: Flavin reductase (NADPH)	4	1.0	Homo sapiens	9606
P30046	UniRef100_P30046	Cluster: D-dopachrome decarboxylase	10	1.0	Homininae	207598
P30048	UniRef100_P30048	Cluster: Thioredoxin-dependent peroxide reductase, mitochondrial	7	1.0	Homininae	207598
P30049	UniRef100_P30049	Cluster: ATP synthase subunit delta, mitochondrial	3	1.0	Homininae	207598
P30050	UniRef100_P30050	Cluster: Large ribosomal subunit protein uL11	49	1.0	Opisthokonta	33154
P30084	UniRef100_P30084	Cluster: Enoyl-CoA hydratase, mitochondrial	1	1.0	Homo sapiens	9606
P30085	UniRef100_P30085	Cluster: UMP-CMP kinase	6	1.0	Catarrhini	9526
P30086	UniRef100_P30086	Cluster: Phosphatidylethanolamine-binding protein 1	4	1.0	Homininae	207598
P30101	UniRef100_P30101	Cluster: Protein disulfide-isomerase A3	8	1.0	Hominidae	9604
P30153	UniRef100_P30153	Cluster: Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	27	1.0	Simiiformes	314293
P30260	UniRef100_P30260	Cluster: Cell division cycle protein 27 homolog	1	1.0	Homo sapiens	9606
P30273	UniRef100_P30273	Cluster: High affinity immunoglobulin epsilon receptor subunit gamma	4	1.0	Homininae	207598
P30291	UniRef100_P30291	Cluster: Wee1-like protein kinase	4	1.0	Homo sapiens	9606
P30408	UniRef100_P30408	Cluster: Transmembrane 4 L6 family member 1	1	1.0	Homo sapiens	9606
P30414	UniRef100_P30414	Cluster: NK-tumor recognition protein	2	1.0	Homo sapiens	9606
P30511	UniRef100_P30511	Cluster: HLA class I histocompatibility antigen, alpha chain F	2	1.0	Homo sapiens	9606
P30519	UniRef100_P30519	Cluster: Heme oxygenase 2	14	1.0	Homininae	207598
P30520	UniRef100_P30520	Cluster: Adenylosuccinate synthetase isozyme 2	2	1.0	Homo sapiens	9606
P30530	UniRef100_P30530	Cluster: Tyrosine-protein kinase receptor UFO	3	1.0	Homo sapiens	9606
P30622	UniRef100_P30622	Cluster: CAP-Gly domain-containing linker protein 1	1	1.0	Homo sapiens	9606
P30626	UniRef100_P30626	Cluster: Sorcin	6	1.0	Hominidae	9604
P30740	UniRef100_P30740	Cluster: Leukocyte elastase inhibitor	4	1.0	Homo sapiens	9606
P30837	UniRef100_P30837	Cluster: Aldehyde dehydrogenase X, mitochondrial	4	1.0	Homo sapiens	9606
P30838	UniRef100_P30838	Cluster: Aldehyde dehydrogenase, dimeric NADP-preferring	2	1.0	Homo sapiens	9606
C9J4M6	UniRef100_P30876	Cluster: DNA-directed RNA polymerase II subunit RPB2	66	1.0	Boreoeutheria	1437010
P31040	UniRef100_P31040	Cluster: Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2	1.0	Homo sapiens	9606
P31146	UniRef100_P31146	Cluster: Coronin-1A	3	1.0	Homininae	207598
P31150	UniRef100_P31150	Cluster: Rab GDP dissociation inhibitor alpha	8	1.0	Homininae	207598
P31153	UniRef100_P31153	Cluster: S-adenosylmethionine synthase isoform type-2	24	1.0	Simiiformes	314293
P31274	UniRef100_P31274	Cluster: Homeobox protein Hox-C9	6	1.0	Homininae	207598
P31314	UniRef100_P31314	Cluster: T-cell leukemia homeobox protein 1	2	1.0	Homo sapiens	9606
P31321	UniRef100_P31321	Cluster: cAMP-dependent protein kinase type I-beta regulatory subunit	9	1.0	Hominidae	9604
P31327	UniRef100_P31327	Cluster: Carbamoyl-phosphate synthase [ammonia], mitochondrial	6	1.0	Homo sapiens	9606
P31350	UniRef100_P31350	Cluster: Ribonucleoside-diphosphate reductase subunit M2	3	1.0	Homo sapiens	9606
P31431	UniRef100_P31431	Cluster: Syndecan-4	2	1.0	Homo sapiens	9606
P31483	UniRef100_P31483	Cluster: Cytotoxic granule associated RNA binding protein TIA1	6	1.0	Hominidae	9604
P31512	UniRef100_P31512	Cluster: Dimethylaniline monooxygenase [N-oxide-forming] 4	3	1.0	Homo sapiens	9606
P31629	UniRef100_P31629	Cluster: Transcription factor HIVEP2	6	1.0	Homo sapiens	9606
P31689	UniRef100_P31689	Cluster: DnaJ homolog subfamily A member 1	50	1.0	Boreoeutheria	1437010
P31785	UniRef100_P31785	Cluster: Cytokine receptor common subunit gamma	6	1.0	Homininae	207598
P31930	UniRef100_P31930	Cluster: Cytochrome b-c1 complex subunit 1, mitochondrial	5	1.0	Homininae	207598
P31939	UniRef100_P31939	Cluster: Bifunctional purine biosynthesis protein ATIC	5	1.0	Homininae	207598
P31941	UniRef100_P31941	Cluster: DNA dC->dU-editing enzyme APOBEC-3A	4	1.0	Homo sapiens	9606
P31942	UniRef100_P31942	Cluster: Heterogeneous nuclear ribonucleoprotein H3	128	1.0	Boreoeutheria	1437010
P31943	UniRef100_P31943	Cluster: Heterogeneous nuclear ribonucleoprotein H	84	1.0	Tetrapoda	32523
P31946	UniRef100_P31946	Cluster: 14-3-3 protein beta/alpha	107	1.0	Boreoeutheria	1437010
P31948	UniRef100_P31948	Cluster: Stress-induced-phosphoprotein 1	5	1.0	Homininae	207598
P31949	UniRef100_P31949	Cluster: Protein S100-A11	9	1.0	Simiiformes	314293
P31994	UniRef100_P31994	Cluster: Low affinity immunoglobulin gamma Fc region receptor II-b	1	1.0	Homo sapiens	9606
P32004	UniRef100_P32004	Cluster: Neural cell adhesion molecule L1	3	1.0	Homo sapiens	9606
P32121	UniRef100_P32121	Cluster: Beta-arrestin-2	3	1.0	Hominidae	9604
P32246	UniRef100_P32246	Cluster: C-C chemokine receptor type 1	3	1.0	Homo sapiens	9606
P32249	UniRef100_P32249	Cluster: G-protein coupled receptor 183	2	1.0	Homo sapiens	9606
P32298	UniRef100_P32298	Cluster: G protein-coupled receptor kinase 4	1	1.0	Homo sapiens	9606
P32302	UniRef100_P32302	Cluster: C-X-C chemokine receptor type 5	3	1.0	Homo sapiens	9606
P32455	UniRef100_P32455	Cluster: Guanylate-binding protein 1	2	1.0	Homo sapiens	9606
P32456	UniRef100_P32456	Cluster: Guanylate-binding protein 2	5	1.0	Homininae	207598
P32519	UniRef100_P32519	Cluster: ETS-related transcription factor Elf-1	7	1.0	Homininae	207598
P32927	UniRef100_P32927	Cluster: Cytokine receptor common subunit beta	1	1.0	Homo sapiens	9606
P32942	UniRef100_P32942	Cluster: Intercellular adhesion molecule 3	6	1.0	Homo sapiens	9606
P32969	UniRef100_P32969	Cluster: Large ribosomal subunit protein uL6	56	1.0	Boreoeutheria	1437010
P33121	UniRef100_P33121	Cluster: Long-chain-fatty-acid--CoA ligase 1	2	1.0	Homo sapiens	9606
P33176	UniRef100_P33176	Cluster: Kinesin-1 heavy chain	3	1.0	Homo sapiens	9606
P33240	UniRef100_P33240	Cluster: Cleavage stimulation factor subunit 2	5	1.0	Homininae	207598
P33316	UniRef100_P33316	Cluster: Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1	1.0	Homo sapiens	9606
P33908	UniRef100_P33908	Cluster: Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	2	1.0	Homo sapiens	9606
P33947	UniRef100_P33947	Cluster: ER lumen protein-retaining receptor 2	19	1.0	Simiiformes	314293
P33991	UniRef100_P33991	Cluster: DNA replication licensing factor MCM4	3	1.0	Homo sapiens	9606
P33992	UniRef100_P33992	Cluster: DNA replication licensing factor MCM5	2	1.0	Homo sapiens	9606
P33993	UniRef100_P33993	Cluster: DNA replication licensing factor MCM7	6	1.0	Homo sapiens	9606
P34741	UniRef100_P34741	Cluster: Syndecan-2	5	1.0	Homo sapiens	9606
P34810	UniRef100_P34810	Cluster: Macrosialin	1	1.0	Homo sapiens	9606
P34897	UniRef100_P34897	Cluster: Serine hydroxymethyltransferase, mitochondrial	2	1.0	Homo sapiens	9606
P34913	UniRef100_P34913	Cluster: Bifunctional epoxide hydrolase 2	7	1.0	Homo sapiens	9606
P34932	UniRef100_P34932	Cluster: Heat shock 70 kDa protein 4	9	1.0	Homo sapiens	9606
P34972	UniRef100_P34972	Cluster: Cannabinoid receptor 2	3	1.0	Homo sapiens	9606
P35030	UniRef100_P35030	Cluster: Trypsin-3	2	1.0	Homo sapiens	9606
P35080	UniRef100_P35080	Cluster: Profilin-2	23	1.0	Eutheria	9347
P35221	UniRef100_P35221	Cluster: Catenin alpha-1	10	1.0	Homo sapiens	9606
P35222	UniRef100_P35222	Cluster: Catenin beta-1	47	1.0	Euarchontoglires	314146
P35226	UniRef100_P35226	Cluster: Polycomb complex protein BMI-1	34	1.0	Eutheria	9347
P35232	UniRef100_P35232	Cluster: Prohibitin 1	79	1.0	Boreoeutheria	1437010
P35241	UniRef100_P35241	Cluster: Radixin	22	1.0	Catarrhini	9526
P35250	UniRef100_P35250	Cluster: Replication factor C subunit 2	3	1.0	Homo sapiens	9606
P35251	UniRef100_P35251	Cluster: Replication factor C subunit 1	1	1.0	Homo sapiens	9606
P35268	UniRef100_P35268	Cluster: Large ribosomal subunit protein eL22	13	1.0	Boreoeutheria	1437010
A0PJF5	UniRef100_P35408	Cluster: Prostaglandin E2 receptor EP4 subtype	2	1.0	Homo sapiens	9606
P35414	UniRef100_P35414	Cluster: Apelin receptor	2	1.0	Homininae	207598
P35520	UniRef100_P35520	Cluster: Cystathionine beta-synthase	2	1.0	Homo sapiens	9606
P35527	UniRef100_P35527	Cluster: Keratin, type I cytoskeletal 9	5	1.0	Homininae	207598
P35555	UniRef100_P35555	Cluster: Fibrillin-1	4	1.0	Homo sapiens	9606
P35579	UniRef100_P35579	Cluster: Myosin-9	5	1.0	Homininae	207598
P35580	UniRef100_P35580	Cluster: Myosin-10	4	1.0	Homininae	207598
Q9HBS4	UniRef100_P35590	Cluster: Tyrosine-protein kinase receptor Tie-1	3	1.0	Homo sapiens	9606
P35606	UniRef100_P35606	Cluster: Coatomer subunit beta'	3	1.0	Homo sapiens	9606
P35610	UniRef100_P35610	Cluster: Sterol O-acyltransferase 1	11	1.0	Homininae	207598
P35611	UniRef100_P35611	Cluster: Alpha-adducin	1	1.0	Homo sapiens	9606
P35613	UniRef100_P35613	Cluster: Basigin	6	1.0	Homo sapiens	9606
P35626	UniRef100_P35626	Cluster: Beta-adrenergic receptor kinase 2	18	1.0	Catarrhini	9526
P35637	UniRef100_P35637	Cluster: RNA-binding protein FUS	3	1.0	Homo sapiens	9606
P35638	UniRef100_P35638	Cluster: DNA damage-inducible transcript 3 protein	4	1.0	Homininae	207598
P35658	UniRef100_P35658	Cluster: Nuclear pore complex protein Nup214	1	1.0	Homo sapiens	9606
P35659	UniRef100_P35659	Cluster: Protein DEK	2	1.0	Homo sapiens	9606
P35680	UniRef100_P35680	Cluster: Hepatocyte nuclear factor 1-beta	2	1.0	Homo sapiens	9606
