From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
P22314	UniRef90_P22314	Cluster: Ubiquitin-like modifier-activating enzyme 1	107	0.9	Eutheria	9347
P22352	UniRef90_P22352	Cluster: Glutathione peroxidase 3	48	0.9	Boreoeutheria	1437010
P22392	UniRef90_P22392	Cluster: Nucleoside diphosphate kinase B	67	0.9	Opisthokonta	33154
P22415	UniRef90_P22415	Cluster: Upstream stimulatory factor 1	222	0.9	Theria	32525
P22492	UniRef90_P22492	Cluster: Histone H1t	18	0.9	Catarrhini	9526
P22626	UniRef90_P22626	Cluster: Heterogeneous nuclear ribonucleoproteins A2/B1	233	0.9	Amniota	32524
P22681	UniRef90_P22681	Cluster: E3 ubiquitin-protein ligase CBL	54	0.9	Boreoeutheria	1437010
P22692	UniRef90_P22692	Cluster: Insulin-like growth factor-binding protein 4	15	0.9	Euarchontoglires	314146
P22694	UniRef90_P22694	Cluster: cAMP-dependent protein kinase catalytic subunit beta	169	0.9	Eutheria	9347
P22695	UniRef90_P22695	Cluster: Cytochrome b-c1 complex subunit 2, mitochondrial	65	0.9	Eutheria	9347
P22732	UniRef90_P22732	Cluster: Solute carrier family 2, facilitated glucose transporter member 5	76	0.9	Simiiformes	314293
P22735	UniRef90_P22735	Cluster: Protein-glutamine gamma-glutamyltransferase K	147	0.9	Eutheria	9347
P22736	UniRef90_P22736	Cluster: Nuclear receptor subfamily 4 group A member 1	20	0.9	Catarrhini	9526
P22792	UniRef90_P22792	Cluster: Carboxypeptidase N subunit 2	28	0.9	Catarrhini	9526
P22794	UniRef90_P22794	Cluster: Protein EVI2A	53	0.9	Simiiformes	314293
P22897	UniRef90_P22897	Cluster: Macrophage mannose receptor 1	48	0.9	Primates	9443
P23025	UniRef90_P23025	Cluster: DNA repair protein complementing XP-A cells	30	0.9	Primates	9443
P23142	UniRef90_P23142	Cluster: Fibulin-1	77	0.9	Primates	9443
P23193	UniRef90_P23193	Cluster: Transcription elongation factor A protein 1	15	0.9	Boreoeutheria	1437010
P23229	UniRef90_P23229	Cluster: Integrin alpha-6	12	0.9	Boreoeutheria	1437010
P23246	UniRef90_P23246	Cluster: Splicing factor, proline- and glutamine-rich	15	0.9	Boreoeutheria	1437010
P23258	UniRef90_P23258	Cluster: Tubulin gamma-1 chain	64	0.9	Boreoeutheria	1437010
P23280	UniRef90_P23280	Cluster: Carbonic anhydrase 6	23	0.9	Catarrhini	9526
P23284	UniRef90_P23284	Cluster: Peptidyl-prolyl cis-trans isomerase B	28	0.9	Boreoeutheria	1437010
P23297	UniRef90_P23297	Cluster: Protein S100-A1	35	0.9	Simiiformes	314293
P23378	UniRef90_P23378	Cluster: Glycine dehydrogenase (decarboxylating), mitochondrial	15	0.9	Catarrhini	9526
P23396	UniRef90_P23396	Cluster: 40S ribosomal protein S3	125	0.9	Opisthokonta	33154
P23458	UniRef90_P23458	Cluster: Tyrosine-protein kinase JAK1	76	0.9	Boreoeutheria	1437010
P23467	UniRef90_P23467	Cluster: Receptor-type tyrosine-protein phosphatase beta	100	0.9	Primates	9443
P23497	UniRef90_P23497	Cluster: Nuclear autoantigen Sp-100	11	0.9	Hominoidea	314295
Q7Z3E9	UniRef90_P23508	Cluster: Colorectal mutant cancer protein	160	0.9	Tetrapoda	32523
P23515	UniRef90_P23515	Cluster: Oligodendrocyte-myelin glycoprotein	159	0.9	Eutheria	9347
P23588	UniRef90_P23588	Cluster: Eukaryotic translation initiation factor 4B	39	0.9	Boreoeutheria	1437010
P23743	UniRef90_P23743	Cluster: Diacylglycerol kinase alpha	107	0.9	Euarchontoglires	314146
P23769	UniRef90_P23769	Cluster: Endothelial transcription factor GATA-2	79	0.9	Eutheria	9347
P23786	UniRef90_P23786	Cluster: Carnitine O-palmitoyltransferase 2, mitochondrial	79	0.9	Boreoeutheria	1437010
P24001	UniRef90_P24001	Cluster: Interleukin-32	32	0.9	Homininae	207598
P24071	UniRef90_P24071	Cluster: Immunoglobulin alpha Fc receptor	36	0.9	Hominoidea	314295
P24278	UniRef90_P24278	Cluster: Zinc finger and BTB domain-containing protein 25	15	0.9	Catarrhini	9526
P24385	UniRef90_P24385	Cluster: G1/S-specific cyclin-D1	106	0.9	Eutheria	9347
P24390	UniRef90_P24390	Cluster: ER lumen protein-retaining receptor 1	84	0.9	Tetrapoda	32523
P24394	UniRef90_P24394	Cluster: Interleukin-4 receptor subunit alpha	63	0.9	Catarrhini	9526
P24468	UniRef90_P24468	Cluster: COUP transcription factor 2	39	0.9	Boreoeutheria	1437010
P24522	UniRef90_P24522	Cluster: Growth arrest and DNA damage-inducible protein GADD45 alpha	82	0.9	Tetrapoda	32523
P24530	UniRef90_P24530	Cluster: Endothelin receptor type B	37	0.9	Primates	9443
P24534	UniRef90_P24534	Cluster: Elongation factor 1-beta	63	0.9	Boreoeutheria	1437010
P24539	UniRef90_P24539	Cluster: ATP synthase F(0) complex subunit B1, mitochondrial	17	0.9	Catarrhini	9526
P24723	UniRef90_P24723	Cluster: Protein kinase C eta type	234	0.9	Eutheria	9347
P24844	UniRef90_P24844	Cluster: Myosin regulatory light polypeptide 9	336	0.9	Amniota	32524
P24863	UniRef90_P24863	Cluster: Cyclin-C	200	0.9	Amniota	32524
P24928	UniRef90_P24928	Cluster: DNA-directed RNA polymerase II subunit RPB1	512	0.9	Euteleostomi	117571
P25025	UniRef90_P25025	Cluster: C-X-C chemokine receptor type 2	39	0.9	Catarrhini	9526
Q6L5J4	UniRef90_P25089	Cluster: N-formyl peptide receptor 3	13	0.9	Hominoidea	314295
P25092	UniRef90_P25092	Cluster: Guanylyl cyclase C	33	0.9	Simiiformes	314293
P25106	UniRef90_P25106	Cluster: Atypical chemokine receptor 3	15	0.9	Boreoeutheria	1437010
P25116	UniRef90_P25116	Cluster: Proteinase-activated receptor 1	32	0.9	Primates	9443
P25205	UniRef90_P25205	Cluster: DNA replication licensing factor MCM3	287	0.9	Tetrapoda	32523
P25398	UniRef90_P25398	Cluster: 40S ribosomal protein S12	124	0.9	Euteleostomi	117571
P25440	UniRef90_P25440	Cluster: Bromodomain-containing protein 2	438	0.9	Tetrapoda	32523
P25490	UniRef90_P25490	Cluster: Transcriptional repressor protein YY1	59	0.9	Eutheria	9347
P25685	UniRef90_P25685	Cluster: DnaJ homolog subfamily B member 1	51	0.9	Boreoeutheria	1437010
P25686	UniRef90_P25686	Cluster: DnaJ homolog subfamily B member 2	36	0.9	Eutheria	9347
P25705	UniRef90_P25705	Cluster: ATP synthase subunit alpha, mitochondrial	95	0.9	Eutheria	9347
P25774	UniRef90_P25774	Cluster: Cathepsin S	34	0.9	Simiiformes	314293
P25786	UniRef90_P25786	Cluster: Proteasome subunit alpha type-1	42	0.9	Boreoeutheria	1437010
P25787	UniRef90_P25787	Cluster: Proteasome subunit alpha type-2	118	0.9	Eutheria	9347
P25788	UniRef90_P25788	Cluster: Proteasome subunit alpha type-3	122	0.9	Tetrapoda	32523
P25789	UniRef90_P25789	Cluster: Proteasome subunit alpha type-4	248	0.9	Gnathostomata	7776
P25791	UniRef90_P25791	Cluster: Rhombotin-2	127	0.9	Amniota	32524
P25963	UniRef90_P25963	Cluster: NF-kappa-B inhibitor alpha	52	0.9	Eutheria	9347
P26010	UniRef90_P26010	Cluster: Integrin beta-7	71	0.9	Boreoeutheria	1437010
P26038	UniRef90_P26038	Cluster: Moesin	222	0.9	Tetrapoda	32523
P26196	UniRef90_P26196	Cluster: Probable ATP-dependent RNA helicase DDX6	651	0.9	Tetrapoda	32523
P26358	UniRef90_P26358	Cluster: DNA (cytosine-5)-methyltransferase 1	152	0.9	Simiiformes	314293
P26368	UniRef90_P26368	Cluster: Splicing factor U2AF 65 kDa subunit	96	0.9	Amniota	32524
P26373	UniRef90_P26373	Cluster: 60S ribosomal protein L13	127	0.9	cellular organisms	131567
P26374	UniRef90_P26374	Cluster: Rab proteins geranylgeranyltransferase component A 2	10	0.9	Simiiformes	314293
P26440	UniRef90_P26440	Cluster: Isovaleryl-CoA dehydrogenase, mitochondrial	9	0.9	Simiiformes	314293
P26583	UniRef90_P26583	Cluster: High mobility group protein B2	183	0.9	cellular organisms	131567
P26599	UniRef90_P26599	Cluster: Polypyrimidine tract-binding protein 1	55	0.9	Boreoeutheria	1437010
P26639	UniRef90_P26639	Cluster: Threonine--tRNA ligase 1, cytoplasmic	145	0.9	Mammalia	40674
P26640	UniRef90_P26640	Cluster: Valine--tRNA ligase	163	0.9	Eutheria	9347
P26641	UniRef90_P26641	Cluster: Elongation factor 1-gamma	197	0.9	Bilateria	33213
P26651	UniRef90_P26651	Cluster: mRNA decay activator protein ZFP36	31	0.9	Simiiformes	314293
Q5R352	UniRef90_P26678	Cluster: Cardiac phospholamban	33	0.9	cellular organisms	131567
P26885	UniRef90_P26885	Cluster: Peptidyl-prolyl cis-trans isomerase FKBP2	16	0.9	Simiiformes	314293
P27105	UniRef90_P27105	Cluster: Stomatin	21	0.9	Catarrhini	9526
P27144	UniRef90_P27144	Cluster: Adenylate kinase 4, mitochondrial	10	0.9	Simiiformes	314293
P27169	UniRef90_P27169	Cluster: Serum paraoxonase/arylesterase 1	43	0.9	Eukaryota	2759
P27216	UniRef90_P27216	Cluster: Annexin A13	34	0.9	Euarchontoglires	314146
P27348	UniRef90_P27348	Cluster: 14-3-3 protein theta	82	0.9	Eutheria	9347
P27448	UniRef90_P27448	Cluster: MAP/microtubule affinity-regulating kinase 3	62	0.9	Euarchontoglires	314146
P27487	UniRef90_P27487	Cluster: Dipeptidyl peptidase 4	70	0.9	Simiiformes	314293
P27540	UniRef90_P27540	Cluster: Aryl hydrocarbon receptor nuclear translocator	140	0.9	Eutheria	9347
P27635	UniRef90_P27635	Cluster: 60S ribosomal protein L10	232	0.9	cellular organisms	131567
P27694	UniRef90_P27694	Cluster: Replication protein A 70 kDa DNA-binding subunit	103	0.9	Boreoeutheria	1437010
F8VPD4	UniRef90_P27708	Cluster: CAD protein	379	0.9	Mammalia	40674
P27797	UniRef90_P27797	Cluster: Calreticulin	187	0.9	cellular organisms	131567
P27816	UniRef90_P27816	Cluster: Microtubule-associated protein 4	45	0.9	Catarrhini	9526
P27824	UniRef90_P27824	Cluster: Calnexin	92	0.9	Boreoeutheria	1437010
P27918	UniRef90_P27918	Cluster: Properdin	38	0.9	Catarrhini	9526
P27930	UniRef90_P27930	Cluster: Interleukin-1 receptor type 2	59	0.9	Simiiformes	314293
P27986	UniRef90_P27986	Cluster: Phosphatidylinositol 3-kinase regulatory subunit alpha	247	0.9	Eutheria	9347
P28062	UniRef90_P28062	Cluster: Proteasome subunit beta type-8	64	0.9	Eutheria	9347
P28066	UniRef90_P28066	Cluster: Proteasome subunit alpha type-5	118	0.9	Tetrapoda	32523
P28068	UniRef90_P28068	Cluster: HLA class II histocompatibility antigen, DM beta chain	7	0.9	Homininae	207598
P28070	UniRef90_P28070	Cluster: Proteasome subunit beta type-4	54	0.9	Eutheria	9347
P28072	UniRef90_P28072	Cluster: Proteasome subunit beta type-6	114	0.9	Tetrapoda	32523
P28074	UniRef90_P28074	Cluster: Proteasome subunit beta type-5	185	0.9	Tetrapoda	32523
P28288	UniRef90_P28288	Cluster: ATP-binding cassette sub-family D member 3	89	0.9	Eutheria	9347
P28290	UniRef90_P28290	Cluster: Protein ITPRID2	26	0.9	Primates	9443
P28300	UniRef90_P28300	Cluster: Protein-lysine 6-oxidase	51	0.9	Eutheria	9347
P28325	UniRef90_P28325	Cluster: Cystatin-D	8	0.9	Hominoidea	314295
P28328	UniRef90_P28328	Cluster: Peroxisome biogenesis factor 2	20	0.9	Primates	9443
P28331	UniRef90_P28331	Cluster: NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	266	0.9	Tetrapoda	32523
P28370	UniRef90_P28370	Cluster: Probable global transcription activator SNF2L1	448	0.9	Amniota	32524
P28482	UniRef90_P28482	Cluster: Mitogen-activated protein kinase 1	66	0.9	Eutheria	9347
P28562	UniRef90_P28562	Cluster: Dual specificity protein phosphatase 1	66	0.9	Eutheria	9347
P28749	UniRef90_P28749	Cluster: Retinoblastoma-like protein 1	366	0.9	Tetrapoda	32523
P28799	UniRef90_P28799	Cluster: Progranulin	69	0.9	Simiiformes	314293
P28827	UniRef90_P28827	Cluster: Receptor-type tyrosine-protein phosphatase mu	248	0.9	Mammalia	40674
P28906	UniRef90_P28906	Cluster: Hematopoietic progenitor cell antigen CD34	50	0.9	Catarrhini	9526
P29017	UniRef90_P29017	Cluster: T-cell surface glycoprotein CD1c	6	0.9	Hominoidea	314295
P29084	UniRef90_P29084	Cluster: Transcription initiation factor IIE subunit beta	49	0.9	Boreoeutheria	1437010
P29122	UniRef90_P29122	Cluster: Proprotein convertase subtilisin/kexin type 6	50	0.9	Boreoeutheria	1437010
P29144	UniRef90_P29144	Cluster: Tripeptidyl-peptidase 2	368	0.9	Eutheria	9347
P29279	UniRef90_P29279	Cluster: CCN family member 2	49	0.9	Eutheria	9347
P29317	UniRef90_P29317	Cluster: Ephrin type-A receptor 2	106	0.9	Tetrapoda	32523
P29350	UniRef90_P29350	Cluster: Tyrosine-protein phosphatase non-receptor type 6	6	0.9	Homininae	207598
P29374	UniRef90_P29374	Cluster: AT-rich interactive domain-containing protein 4A	56	0.9	Catarrhini	9526
B4E022	UniRef90_P29401	Cluster: Transketolase	294	0.9	Tetrapoda	32523
P29466	UniRef90_P29466	Cluster: Caspase-1	37	0.9	Hominoidea	314295
P29474	UniRef90_P29474	Cluster: Nitric oxide synthase, endothelial	394	0.9	Theria	32525
P29558	UniRef90_P29558	Cluster: RNA-binding motif, single-stranded-interacting protein 1	59	0.9	Simiiformes	314293
P29590	UniRef90_P29590	Cluster: Protein PML	44	0.9	Catarrhini	9526
P29692	UniRef90_P29692	Cluster: Elongation factor 1-delta	207	0.9	Simiiformes	314293
P29966	UniRef90_P29966	Cluster: Myristoylated alanine-rich C-kinase substrate	99	0.9	Eutheria	9347
P29972	UniRef90_P29972	Cluster: Aquaporin-1	9	0.9	Eutheria	9347
P29992	UniRef90_P29992	Cluster: Guanine nucleotide-binding protein subunit alpha-11	134	0.9	Tetrapoda	32523
P30040	UniRef90_P30040	Cluster: Endoplasmic reticulum resident protein 29	131	0.9	Eutheria	9347
P30043	UniRef90_P30043	Cluster: Flavin reductase (NADPH)	9	0.9	Boreoeutheria	1437010
P30046	UniRef90_P30046	Cluster: D-dopachrome decarboxylase	23	0.9	Catarrhini	9526
P30048	UniRef90_P30048	Cluster: Thioredoxin-dependent peroxide reductase, mitochondrial	40	0.9	Haplorrhini	376913
P30049	UniRef90_P30049	Cluster: ATP synthase subunit delta, mitochondrial	52	0.9	Eutheria	9347
P30050	UniRef90_P30050	Cluster: 60S ribosomal protein L12	50	0.9	Opisthokonta	33154
P30084	UniRef90_P30084	Cluster: Enoyl-CoA hydratase, mitochondrial	18	0.9	Haplorrhini	376913
P30085	UniRef90_P30085	Cluster: UMP-CMP kinase	7	0.9	Catarrhini	9526
P30086	UniRef90_P30086	Cluster: Phosphatidylethanolamine-binding protein 1	16	0.9	Catarrhini	9526
P30101	UniRef90_P30101	Cluster: Protein disulfide-isomerase A3	220	0.9	cellular organisms	131567
P30153	UniRef90_P30153	Cluster: Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	262	0.9	Tetrapoda	32523
P30260	UniRef90_P30260	Cluster: Cell division cycle protein 27 homolog	262	0.9	Boreoeutheria	1437010
P30273	UniRef90_P30273	Cluster: High affinity immunoglobulin epsilon receptor subunit gamma	33	0.9	Boreoeutheria	1437010
P30291	UniRef90_P30291	Cluster: Wee1-like protein kinase	38	0.9	Boreoeutheria	1437010
P30408	UniRef90_P30408	Cluster: Transmembrane 4 L6 family member 1	23	0.9	Primates	9443
P30414	UniRef90_P30414	Cluster: NK-tumor recognition protein	82	0.9	Simiiformes	314293
P30511	UniRef90_P30511	Cluster: HLA class I histocompatibility antigen, alpha chain F	33	0.9	Catarrhini	9526
P30519	UniRef90_P30519	Cluster: Heme oxygenase 2	84	0.9	Boreoeutheria	1437010
P30520	UniRef90_P30520	Cluster: Adenylosuccinate synthetase isozyme 2	12	0.9	Hominoidea	314295
P30530	UniRef90_P30530	Cluster: Tyrosine-protein kinase receptor UFO	310	0.9	Eutheria	9347
P30622	UniRef90_P30622	Cluster: CAP-Gly domain-containing linker protein 1	1	0.9	Homo sapiens	9606
P30626	UniRef90_P30626	Cluster: Sorcin	16	0.9	Catarrhini	9526
P30740	UniRef90_P30740	Cluster: Leukocyte elastase inhibitor	41	0.9	Catarrhini	9526
P30837	UniRef90_P30837	Cluster: Aldehyde dehydrogenase X, mitochondrial	6	0.9	Homininae	207598
P30838	UniRef90_P30838	Cluster: Aldehyde dehydrogenase, dimeric NADP-preferring	51	0.9	Catarrhini	9526
C9J4M6	UniRef90_P30876	Cluster: DNA-directed RNA polymerase II subunit RPB2	65	0.9	Boreoeutheria	1437010
P31040	UniRef90_P31040	Cluster: Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	339	0.9	Mammalia	40674
P31146	UniRef90_P31146	Cluster: Coronin-1A	35	0.9	Simiiformes	314293
P31150	UniRef90_P31150	Cluster: Rab GDP dissociation inhibitor alpha	414	0.9	Euteleostomi	117571
P31153	UniRef90_P31153	Cluster: S-adenosylmethionine synthase isoform type-2	337	0.9	Euteleostomi	117571
P31274	UniRef90_P31274	Cluster: Homeobox protein Hox-C9	125	0.9	Eutheria	9347
P31314	UniRef90_P31314	Cluster: T-cell leukemia homeobox protein 1	19	0.9	Eutheria	9347
P31321	UniRef90_P31321	Cluster: cAMP-dependent protein kinase type I-beta regulatory subunit	62	0.9	Euteleostomi	117571
P31327	UniRef90_P31327	Cluster: Carbamoyl-phosphate synthase [ammonia], mitochondrial	361	0.9	Tetrapoda	32523
P31350	UniRef90_P31350	Cluster: Ribonucleoside-diphosphate reductase subunit M2	7	0.9	Boreoeutheria	1437010
P31431	UniRef90_P31431	Cluster: Syndecan-4	20	0.9	Catarrhini	9526
P31483	UniRef90_P31483	Cluster: Cytotoxic granule associated RNA binding protein TIA1	52	0.9	Amniota	32524
P31483	UniRef90_P31483-2	Cluster: Isoform Short of Cytotoxic granule associated RNA binding protein TIA1	158	0.9	Tetrapoda	32523
P31512	UniRef90_P31512	Cluster: Dimethylaniline monooxygenase [N-oxide-forming] 4	44	0.9	Catarrhini	9526
P31629	UniRef90_P31629	Cluster: Transcription factor HIVEP2	38	0.9	Eutheria	9347
P63037	UniRef90_P31689	Cluster: DnaJ homolog subfamily A member 1	246	0.9	Tetrapoda	32523
P31785	UniRef90_P31785	Cluster: Cytokine receptor common subunit gamma	70	0.9	Simiiformes	314293
P31930	UniRef90_P31930	Cluster: Cytochrome b-c1 complex subunit 1, mitochondrial	32	0.9	Catarrhini	9526
P31939	UniRef90_P31939	Cluster: Bifunctional purine biosynthesis protein ATIC	193	0.9	Eutheria	9347
P31941	UniRef90_P31941	Cluster: DNA dC->dU-editing enzyme APOBEC-3A	21	0.9	Hominoidea	314295
P31942	UniRef90_P31942	Cluster: Heterogeneous nuclear ribonucleoprotein H3	141	0.9	Boreoeutheria	1437010
P31943	UniRef90_P31943	Cluster: Heterogeneous nuclear ribonucleoprotein H	116	0.9	Tetrapoda	32523
P31946	UniRef90_P31946	Cluster: 14-3-3 protein beta/alpha	108	0.9	Boreoeutheria	1437010
P31948	UniRef90_P31948	Cluster: Stress-induced-phosphoprotein 1	41	0.9	Euarchontoglires	314146
P31949	UniRef90_P31949	Cluster: Protein S100-A11	55	0.9	Simiiformes	314293
P31994	UniRef90_P31994	Cluster: Low affinity immunoglobulin gamma Fc region receptor II-b	6	0.9	Homininae	207598
P32004	UniRef90_P32004	Cluster: Neural cell adhesion molecule L1	225	0.9	Boreoeutheria	1437010
P32121	UniRef90_P32121	Cluster: Beta-arrestin-2	50	0.9	Boreoeutheria	1437010
P32246	UniRef90_P32246	Cluster: C-C chemokine receptor type 1	14	0.9	Simiiformes	314293
P32249	UniRef90_P32249	Cluster: G-protein coupled receptor 183	45	0.9	Boreoeutheria	1437010
P32298	UniRef90_P32298	Cluster: G protein-coupled receptor kinase 4	3	0.9	Simiiformes	314293
P32302	UniRef90_P32302	Cluster: C-X-C chemokine receptor type 5	39	0.9	Boreoeutheria	1437010
P32455	UniRef90_P32455	Cluster: Guanylate-binding protein 1	14	0.9	Hominidae	9604
P32456	UniRef90_P32456	Cluster: Guanylate-binding protein 2	39	0.9	Catarrhini	9526
P32519	UniRef90_P32519	Cluster: ETS-related transcription factor Elf-1	165	0.9	Eutheria	9347
P32927	UniRef90_P32927	Cluster: Cytokine receptor common subunit beta	42	0.9	Hominoidea	314295
P32942	UniRef90_P32942	Cluster: Intercellular adhesion molecule 3	34	0.9	Hominoidea	314295
P32969	UniRef90_P32969	Cluster: 60S ribosomal protein L9	85	0.9	cellular organisms	131567
P33121	UniRef90_P33121	Cluster: Long-chain-fatty-acid--CoA ligase 1	105	0.9	Boreoeutheria	1437010
P33176	UniRef90_P33176	Cluster: Kinesin-1 heavy chain	35	0.9	Tetrapoda	32523
P33240	UniRef90_P33240	Cluster: Cleavage stimulation factor subunit 2	271	0.9	Eutheria	9347
P33316	UniRef90_P33316	Cluster: Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	10	0.9	Catarrhini	9526
P33908	UniRef90_P33908	Cluster: Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	24	0.9	Boreoeutheria	1437010
P33947	UniRef90_P33947	Cluster: ER lumen protein-retaining receptor 2	20	0.9	Simiiformes	314293
P33991	UniRef90_P33991	Cluster: DNA replication licensing factor MCM4	110	0.9	Eutheria	9347
P33992	UniRef90_P33992	Cluster: DNA replication licensing factor MCM5	28	0.9	Eutheria	9347
P33993	UniRef90_P33993	Cluster: DNA replication licensing factor MCM7	409	0.9	Tetrapoda	32523
P34741	UniRef90_P34741	Cluster: Syndecan-2	40	0.9	Boreoeutheria	1437010
P34810	UniRef90_P34810	Cluster: Macrosialin	59	0.9	Simiiformes	314293
P34897	UniRef90_P34897	Cluster: Serine hydroxymethyltransferase, mitochondrial	235	0.9	Eutheria	9347
Q9BRW1	UniRef90_P34910	Cluster: Protein EVI2B	16	0.9	Hominoidea	314295
P34913	UniRef90_P34913	Cluster: Bifunctional epoxide hydrolase 2	98	0.9	Catarrhini	9526
P34972	UniRef90_P34972	Cluster: Cannabinoid receptor 2	33	0.9	Simiiformes	314293
P35030	UniRef90_P35030	Cluster: Trypsin-3	16	0.9	Hominidae	9604
P35080	UniRef90_P35080	Cluster: Profilin-2	38	0.9	Eutheria	9347
P35221	UniRef90_P35221	Cluster: Catenin alpha-1	266	0.9	Gnathostomata	7776
P35226	UniRef90_P35226	Cluster: Polycomb complex protein BMI-1	66	0.9	Eutheria	9347
P35232	UniRef90_P35232	Cluster: Prohibitin 1	83	0.9	Eutheria	9347
P35241	UniRef90_P35241	Cluster: Radixin	373	0.9	Tetrapoda	32523
P35250	UniRef90_P35250	Cluster: Replication factor C subunit 2	100	0.9	Eutheria	9347
P35251	UniRef90_P35251	Cluster: Replication factor C subunit 1	46	0.9	Simiiformes	314293
P35268	UniRef90_P35268	Cluster: 60S ribosomal protein L22	36	0.9	Theria	32525
A0PJF5	UniRef90_P35408	Cluster: Prostaglandin E2 receptor EP4 subtype	52	0.9	Boreoeutheria	1437010
P35520	UniRef90_P35520	Cluster: Cystathionine beta-synthase	27	0.9	Hominoidea	314295
P35527	UniRef90_P35527	Cluster: Keratin, type I cytoskeletal 9	40	0.9	Simiiformes	314293
P35555	UniRef90_P35555	Cluster: Fibrillin-1	16	0.9	Homininae	207598
P35579	UniRef90_P35579	Cluster: Myosin-9	750	0.9	Amniota	32524
Q9HBS4	UniRef90_P35590	Cluster: Tyrosine-protein kinase receptor Tie-1	34	0.9	Simiiformes	314293
P35606	UniRef90_P35606	Cluster: Coatomer subunit beta'	277	0.9	Tetrapoda	32523
P35610	UniRef90_P35610	Cluster: Sterol O-acyltransferase 1	100	0.9	Boreoeutheria	1437010
P35611	UniRef90_P35611	Cluster: Alpha-adducin	342	0.9	Boreoeutheria	1437010
P35613	UniRef90_P35613	Cluster: Basigin	20	0.9	Hominoidea	314295
P35626	UniRef90_P35626	Cluster: Beta-adrenergic receptor kinase 2	22	0.9	Catarrhini	9526
P35637	UniRef90_P35637	Cluster: RNA-binding protein FUS	316	0.9	Theria	32525
P35638	UniRef90_P35638	Cluster: DNA damage-inducible transcript 3 protein	43	0.9	Eutheria	9347
P35658	UniRef90_P35658	Cluster: Nuclear pore complex protein Nup214	116	0.9	Catarrhini	9526
P35659	UniRef90_P35659	Cluster: Protein DEK	91	0.9	Eutheria	9347
P35680	UniRef90_P35680	Cluster: Hepatocyte nuclear factor 1-beta	37	0.9	Mammalia	40674
P35749	UniRef90_P35749	Cluster: Myosin-11	10	0.9	Hominidae	9604
P35813	UniRef90_P35813	Cluster: Protein phosphatase 1A	61	0.9	Boreoeutheria	1437010
P35858	UniRef90_P35858	Cluster: Insulin-like growth factor-binding protein complex acid labile subunit	53	0.9	Simiiformes	314293
P35869	UniRef90_P35869	Cluster: Aryl hydrocarbon receptor	50	0.9	Simiiformes	314293
P35908	UniRef90_P35908	Cluster: Keratin, type II cytoskeletal 2 epidermal	59	0.9	Simiiformes	314293
P35914	UniRef90_P35914	Cluster: Hydroxymethylglutaryl-CoA lyase, mitochondrial	39	0.9	Catarrhini	9526
P35998	UniRef90_P35998	Cluster: 26S proteasome regulatory subunit 7	144	0.9	Euteleostomi	117571
P36404	UniRef90_P36404	Cluster: ADP-ribosylation factor-like protein 2	5	0.9	Theria	32525
P36406	UniRef90_P36406	Cluster: E3 ubiquitin-protein ligase TRIM23	530	0.9	Tetrapoda	32523
P36507	UniRef90_P36507	Cluster: Dual specificity mitogen-activated protein kinase kinase 2	105	0.9	Eutheria	9347
B4DL14	UniRef90_P36542	Cluster: ATP synthase subunit gamma, mitochondrial	252	0.9	cellular organisms	131567
P36543	UniRef90_P36543	Cluster: V-type proton ATPase subunit E 1	53	0.9	Eutheria	9347
P36578	UniRef90_P36578	Cluster: 60S ribosomal protein L4	65	0.9	cellular organisms	131567
P36776	UniRef90_P36776	Cluster: Lon protease homolog, mitochondrial	87	0.9	Eutheria	9347
P36871	UniRef90_P36871	Cluster: Phosphoglucomutase-1	25	0.9	Amniota	32524
P36894	UniRef90_P36894	Cluster: Bone morphogenetic protein receptor type-1A	146	0.9	Amniota	32524
P36897	UniRef90_P36897	Cluster: TGF-beta receptor type-1	6	0.9	Boreoeutheria	1437010
P36955	UniRef90_P36955	Cluster: Pigment epithelium-derived factor	59	0.9	Simiiformes	314293
P36956	UniRef90_P36956	Cluster: Sterol regulatory element-binding protein 1	119	0.9	Simiiformes	314293
P36957	UniRef90_P36957	Cluster: Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	14	0.9	Theria	32525
P37108	UniRef90_P37108	Cluster: Signal recognition particle 14 kDa protein	12	0.9	Catarrhini	9526
P37173	UniRef90_P37173	Cluster: TGF-beta receptor type-2	64	0.9	Primates	9443
P37198	UniRef90_P37198	Cluster: Nuclear pore glycoprotein p62	43	0.9	Simiiformes	314293
P37235	UniRef90_P37235	Cluster: Hippocalcin-like protein 1	11	0.9	Amniota	32524
P37275	UniRef90_P37275	Cluster: Zinc finger E-box-binding homeobox 1	322	0.9	Eutheria	9347
P37802	UniRef90_P37802	Cluster: Transgelin-2	41	0.9	Bilateria	33213
P37837	UniRef90_P37837	Cluster: Transaldolase	35	0.9	Boreoeutheria	1437010
P37840	UniRef90_P37840	Cluster: Alpha-synuclein	40	0.9	Euteleostomi	117571
