From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
A0A6L8PBE8	UniRef50_A0A3E0JB30	Cluster: O-succinylbenzoate--CoA ligase	1514	0.5	Bacteria	2
A0A6H3AEB6	UniRef50_A0A3E2JQ80	Cluster: histidine kinase	936	0.5	Bacteria	2
Q6MX51	UniRef50_A0A3E2N052	Cluster: Arylsulfatase	478	0.5	Bacteria	2
A0A0E1NSS7	UniRef50_A0A3G1DGH6	Cluster: DM13 domain-containing protein	112	0.5	Pseudomonadota	1224
Q8D1M9	UniRef50_A0A3G2FC37	Cluster: DUF6531 domain-containing protein	267	0.5	Enterobacterales	91347
A0A5P8YHG9	UniRef50_A0A3G5K9R3	Cluster: Uncharacterized protein	3	0.5	Yersinia pseudotuberculosis complex	1649845
Q8D1P8	UniRef50_A0A3G5KHC8	Cluster: Toxin	138	0.5	Yersinia	629
A0A5P8YLP6	UniRef50_A0A3G5KZD2	Cluster: Ribokinase	141	0.5	Bacteria	2
A0A2U2GY44	UniRef50_A0A3G5L740	Cluster: MerR family transcriptional regulator	48	0.5	Yersinia pseudotuberculosis complex	1649845
Q0WBG7	UniRef50_A0A3G5L880	Cluster: Efflux pump membrane transporter	2927	0.5	root	1
Q0WIV1	UniRef50_A0A3G5L889	Cluster: Flagellar hook protein FlgE	98	0.5	Enterobacterales	91347
Q0WJG6	UniRef50_A0A3G5L9C2	Cluster: ImpA N-terminal domain-containing protein	61	0.5	Enterobacterales	91347
A0A6H3ACH2	UniRef50_A0A3M3E6A0	Cluster: HTH gntR-type domain-containing protein	488	0.5	Bacteria	2
A0A454XQW4	UniRef50_A0A3M3JZD0	Cluster: Nitrite transporter NirC	507	0.5	Pseudomonadota	1224
Q8D008	UniRef50_A0A3M3KG10	Cluster: Urea ABC transporter permease subunit UrtB	7247	0.5	root	1
A0A6L7HBA2	UniRef50_A0A3M8BW15	Cluster: Copper-containing nitrite reductase	969	0.5	Bacteria	2
Q5NIQ2	UniRef50_A0A3N4A8Q5	Cluster: Uncharacterized protein	12	0.5	Francisella	262
Q5NGZ9	UniRef50_A0A3N4ASJ9	Cluster: Class I SAM-dependent methyltransferase	4	0.5	Francisella tularensis	263
A0A6L8PE91	UniRef50_A0A3N5BEV7	Cluster: Chromosome partition protein Smc	987	0.5	Bacteria	2
A0A348A7M8	UniRef50_A0A3N6BZQ5	Cluster: Solute-binding protein family 3/N-terminal domain-containing protein	1683	0.5	Bacteria	2
A0A6L8Q0Q2	UniRef50_A0A3N6C2M4	Cluster: L-seryl-tRNA selenium transferase	1272	0.5	Bacilli	91061
A0A2U2GYQ7	UniRef50_A0A3P1SQ62	Cluster: Flagellar basal-body rod protein FlgC	2443	0.5	root	1
Q8CZR4	UniRef50_A0A3P8IQM6	Cluster: 2,4-dienoyl-CoA reductase [NADPH]	15217	0.5	root	1
A0A0F7RJH9	UniRef50_A0A3Q9RNG1	Cluster: histidine kinase	979	0.5	Bacillales	1385
A0A6L8PM54	UniRef50_A0A3R9P4I8	Cluster: HK97 family phage prohead protease	221	0.5	root	1
A0A3N4B420	UniRef50_A0A3S1BEC1	Cluster: Type VI secretion system contractile sheath large subunit	4608	0.5	Bacteria	2
A0A3N4BRQ6	UniRef50_A0A3S4FTL2	Cluster: D-beta-hydroxybutyrate dehydrogenase	431	0.5	root	1
A0A5P8YJK5	UniRef50_A0A3S4I4B9	Cluster: Sulfate starvation-induced protein 7	2997	0.5	root	1
A0A0H3LFI2	UniRef50_A0A3S4VMI4	Cluster: Thioredoxin	70	0.5	Bacteria	2
Q8D0D4	UniRef50_A0A3S6EXE1	Cluster: Biofilm formation protein HmsH	169	0.5	Yersiniaceae	1903411
A0A6L8PAV6	UniRef50_A0A3T0HTR9	Cluster: L,D-transpeptidase	1092	0.5	Bacillota	1239
A0A6L7H121	UniRef50_A0A443T4Z9	Cluster: DNA (cytosine-5-)-methyltransferase	136	0.5	Bacilli	91061
A0A2U2GYF7	UniRef50_A0A455VPH6	Cluster: DNA-binding repressor	181	0.5	Bacteria	2
Q8CLD8	UniRef50_A0A481QHS1	Cluster: Type VI secretion system membrane subunit TssM	153	0.5	Enterobacterales	91347
A0A3N4AYX8	UniRef50_A0A483AKV7	Cluster: Glutamine-dependent NAD(+) synthetase	988	0.5	root	1
Q8CZZ5	UniRef50_A0A483L1I1	Cluster: DUF4102 domain-containing protein	1459	0.5	root	1
Q8CL88	UniRef50_A0A484ZN28	Cluster: Outer membrane protein IcsA autotransporter	795	0.5	Enterobacterales	91347
A0A380PL37	UniRef50_A0A485BUR3	Cluster: Efflux pump membrane transporter BepE	2628	0.5	root	1
A0A5P8YHJ8	UniRef50_A0A498RUU3	Cluster: ABC transmembrane type-1 domain-containing protein	2678	0.5	Bacteria	2
A0A0H2W544	UniRef50_A0A4P8SMG5	Cluster: PapC-like C-terminal domain-containing protein	583	0.5	Gammaproteobacteria	1236
Q8CZU9	UniRef50_A0A4P8SMH5	Cluster: Fe/B12 periplasmic-binding domain-containing protein	744	0.5	Enterobacterales	91347
Q79RC4	UniRef50_A0A4P9DTT4	Cluster: dTDP-glucose 4,6-dehydratase	1512	0.5	root	1
Q8D1F9	UniRef50_A0A4Q2A7X2	Cluster: Secretion apparatus protein BsaZ	184	0.5	Pseudomonadota	1224
A0A5P8YCT6	UniRef50_A0A4R6DUZ3	Cluster: Tetratricopeptide repeat protein	44	0.5	Enterobacterales	91347
Q5NET2	UniRef50_A0A4R7LDS5	Cluster: 3-hydroxyacyl-CoA dehydrogenase	123	0.5	Pseudomonadota	1224
Q5NH38	UniRef50_A0A4R7LF22	Cluster: Protein HflK	56	0.5	Thiotrichales	72273
Q5NFM0	UniRef50_A0A4R7LF94	Cluster: Cof subfamily protein (Haloacid dehalogenase superfamily)/HAD superfamily hydrolase (TIGR01484 family)	53	0.5	Francisellaceae	34064
Q5ZRP9	UniRef50_A0A4T1E1E3	Cluster: VipD	27	0.5	Legionellaceae	444
A0A6H3A7J7	UniRef50_A0A4U2MB09	Cluster: isochorismate synthase	743	0.5	Bacillales	1385
Q99XU1	UniRef50_A0A4U9C0G5	Cluster: ABC transporter	30	0.5	Bacteria	2
A0A6L8P7E9	UniRef50_A0A4Y3PVU5	Cluster: Lipoprotein	1159	0.5	Bacillota	1239
A0A6L8PLZ1	UniRef50_A0A4Y8ND73	Cluster: Dihydrofolate synthase/folylpolyglutamate synthase (Fragment)	2131	0.5	Bacteria	2
Q5NI40	UniRef50_A0A512MAI8	Cluster: Pyruvate, phosphate dikinase	188	0.5	root	1
Q0WGT7	UniRef50_A0A556USD9	Cluster: Type VI secretion system baseplate subunit TssF	2655	0.5	Pseudomonadota	1224
Q5NEH4	UniRef50_A0A558ICQ6	Cluster: Dihydroorotase	2780	0.5	root	1
A0A0E1P1E0	UniRef50_A0A564N5G1	Cluster: Extracellular solute-binding protein	140	0.5	Gammaproteobacteria	1236
Q5ZSQ4	UniRef50_A0A5C1AJH4	Cluster: Aspartyl/asparaginy/proline hydroxylase domain-containing protein	36	0.5	Bacteria	2
Q5NHZ8	UniRef50_A0A5C1S4I3	Cluster: BatD protein	83	0.5	Gammaproteobacteria	1236
Q5NHB5	UniRef50_A0A5C1SBR6	Cluster: Tetratricopeptide repeat protein	86	0.5	Francisellaceae	34064
Q5NEV6	UniRef50_A0A5C1SNP3	Cluster: Amino acid transporter	60	0.5	Thiotrichales	72273
Q5NG84	UniRef50_A0A5C1T4M4	Cluster: Trk system potassium uptake protein TrkA	49	0.5	Francisellaceae	34064
Q5NH37	UniRef50_A0A5C1TD18	Cluster: Protein HflC	49	0.5	Thiotrichales	72273
Q0WD22	UniRef50_A0A5C7BMG9	Cluster: Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	641	0.5	Enterobacterales	91347
Q5NF66	UniRef50_A0A5C7EYG0	Cluster: 3-oxoacyl-[acyl-carrier-protein] synthase 2	2280	0.5	root	1
A0A3N4B3P8	UniRef50_A0A5C8W444	Cluster: Beta-ketoacyl-ACP synthase I	1360	0.5	root	1
Q5ZSQ5	UniRef50_A0A5E4PFL0	Cluster: Methyltransferase domain-containing protein	76	0.5	Gammaproteobacteria	1236
Q5NGF2	UniRef50_A0A5E4PJC8	Cluster: Phosphoribosylformylglycinamidine cyclo-ligase	297	0.5	root	1
A0A380PHX5	UniRef50_A0A5E4W5Z5	Cluster: Putative glutamine ABC transporter permease protein GlnM	932	0.5	Pseudomonadota	1224
Q0WJG4	UniRef50_A0A5M9R7Q0	Cluster: Type VI secretion system contractile sheath large subunit	166	0.5	Pseudomonadota	1224
A0A2U2GYW8	UniRef50_A0A5P1REX3	Cluster: Phosphate-binding protein	1199	0.5	root	1
A0A454Y4S5	UniRef50_A0A5P8YAH6	Cluster: Methyl-accepting chemotaxis protein II	840	0.5	Enterobacterales	91347
A0A2U2H3R1	UniRef50_A0A5P8YD14	Cluster: Peptidase	17	0.5	Yersinia pseudotuberculosis complex	1649845
A0A0H2XD25	UniRef50_A0A5S9EK97	Cluster: Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein	609	0.5	Pseudomonadota	1224
Q81TZ1	UniRef50_A0A640L6V9	Cluster: TetR family transcriptional regulator	11	0.5	Bacillaceae	186817
Q81Z36	UniRef50_A0A640M6F5	Cluster: DnaD domain-containing protein	106	0.5	Bacillaceae	186817
A0A2P0HL38	UniRef50_A0A640MLW7	Cluster: Putative mucin/carbohydrate-binding domain-containing protein	14	0.5	Bacillus cereus group	86661
A0A384KSJ5	UniRef50_A0A640NA77	Cluster: GntR family transcriptional regulator	851	0.5	Bacillaceae	186817
A0A6L8NW40	UniRef50_A0A653MMH1	Cluster: DUF3898 domain-containing protein	853	0.5	Bacteria	2
A0A5P8YB39	UniRef50_A0A653PCR7	Cluster: DNA-binding transcriptional activator, xylose-binding	1501	0.5	cellular organisms	131567
Q8D1P4	UniRef50_A0A654DDS7	Cluster: TIGR02099 family protein	1336	0.5	cellular organisms	131567
Q8CLV1	UniRef50_A0A655XBE9	Cluster: Succinate-semialdehyde dehydrogenase	5	0.5	Gammaproteobacteria	1236
A0A3U0CSM5	UniRef50_A0A656IJ15	Cluster: Protein-arginine N-acetylglucosaminyltransferase SseK1	1265	0.5	Enterobacteriaceae	543
Q7DAL7	UniRef50_A0A660A538	Cluster: LPXTG cell wall anchor domain-containing protein	166	0.5	Streptococcus pyogenes	1314
A0A3N4B6Y2	UniRef50_A0A663AVA3	Cluster: 2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	2544	0.5	Pseudomonadota	1224
A0A0H3JFN8	UniRef50_A0A6C7ICB7	Cluster: Secretion protein EspO	118	0.5	root	1
Q7ARH3	UniRef50_A0A6F8Z7Z6	Cluster: Transposase	168	0.5	Bacteria	2
A0A6L7HRV6	UniRef50_A0A6G9KN18	Cluster: Chitinase A	866	0.5	Bacteria	2
Q81TB4	UniRef50_A0A6H2H465	Cluster: Ribonucleoside-diphosphate reductase subunit beta	998	0.5	root	1
A0A6L8PR63	UniRef50_A0A6H3A6H1	Cluster: Peptidase	98	0.5	root	1
A0A6L7HP41	UniRef50_A0A6H3AC06	Cluster: L-cystine uptake protein TcyP	587	0.5	Bacteria	2
A0A6L7HQ21	UniRef50_A0A6H3ADJ2	Cluster: Phage major capsid protein	10	0.5	Bacillus cereus group	86661
A0A6L8PFQ4	UniRef50_A0A6H3ADX2	Cluster: Uncharacterized protein RF_0471	22	0.5	Bacillaceae	186817
A0A6L7H421	UniRef50_A0A6H3AIF5	Cluster: DUF1722 domain-containing protein	819	0.5	root	1
A0A6L7HHI7	UniRef50_A0A6H3AM84	Cluster: Phage protein	61	0.5	root	1
Q5NEB6	UniRef50_A0A6I4S1J8	Cluster: Outer membrane efflux family protein	60	0.5	Francisellaceae	34064
Q5NI35	UniRef50_A0A6I4S2K7	Cluster: BioF2-like acetyltransferase domain-containing protein	10	0.5	Francisella tularensis	263
A0A2U2GXH6	UniRef50_A0A6I6EE84	Cluster: Type VI secretion system-associated FHA domain protein TagH	157	0.5	Enterobacterales	91347
A0A3P1TQ19	UniRef50_A0A6J4IAU1	Cluster: ATP-dependent Clp protease, ATP-binding subunit ClpC (Fragment)	95	0.5	root	1
A0A6H3AKG3	UniRef50_A0A6L3V6L5	Cluster: Autoinducer 2-binding protein LsrB	798	0.5	Bacteria	2
Q9RIC2	UniRef50_A0A6L3Y1K9	Cluster: Uncharacterized protein	104	0.5	Bacteria	2
A0A6H3ABE4	UniRef50_A0A6L5LI08	Cluster: Transcriptional regulator YeiL	534	0.5	Bacteria	2
A0A6H3AB43	UniRef50_A0A6L7H2D0	Cluster: histidine kinase	896	0.5	Bacillales	1385
A0A2P0HFT1	UniRef50_A0A6L7H519	Cluster: Glycosyl transferase group 2 Family protein	17	0.5	Bacillus	1386
A0A6H3ACE8	UniRef50_A0A6L7H7L8	Cluster: Sensor histidine kinase	390	0.5	Bacteria	2
A0A6H3AI34	UniRef50_A0A6L7HD02	Cluster: histidine kinase	770	0.5	Bacteria	2
A0A2P0HHU3	UniRef50_A0A6L7HGT1	Cluster: Triple Helix Repeat-Containing Collagen	37	0.5	Bacillus	1386
A0A6L7HH45	UniRef50_A0A6L7HH45	Cluster: Sigma-m negative effector	292	0.5	Bacteria	2
B2UM07	UniRef50_A0A6N2U7P4	Cluster: Tail-specific protease	70	0.5	Bacteria	2
A0A6L8P2X1	UniRef50_A0A6N3A9E1	Cluster: DNA polymerase IV	2233	0.5	Bacteria	2
Q9ZC50	UniRef50_A0A6N7CSR3	Cluster: Multidrug resistance protein Stp	523	0.5	root	1
A0A0J1HYK7	UniRef50_A0A6S6Z2K4	Cluster: Arginine transport ATP-binding protein ArtM	3570	0.5	root	1
A0A0E1NL46	UniRef50_A0A7D9NJT9	Cluster: Phospholipase	15	0.5	Yersinia pestis	632
A0A0H2YMR7	UniRef50_A0A7D9NLK2	Cluster: Phage protein	210	0.5	root	1
A0A380PIS3	UniRef50_A0A7H5AAX9	Cluster: Sugar ABC transporter substrate-binding protein	401	0.5	Bacteria	2
O84623	UniRef50_A0A7H5P6H9	Cluster: Inclusion membrane protein-58	51	0.5	Chlamydia	810
O84447	UniRef50_A0A7H5P760	Cluster: Inclusion membrane protein-50	13	0.5	Chlamydia	810
Q8CKI5	UniRef50_A0A7I6U0T0	Cluster: Glycoside hydrolase family 5 domain-containing protein	221	0.5	Pseudomonadota	1224
A0A0H3LHQ1	UniRef50_A0A7I7Q632	Cluster: DUF4333 domain-containing protein	16	0.5	Mycobacteriaceae	1762
Q5NFR9	UniRef50_A0A7L5CDU7	Cluster: Type IV pilus secretin PilQ	60	0.5	Francisellaceae	34064
O68769	UniRef50_A0A7L6IMX8	Cluster: HEAT repeat domain-containing protein	244	0.5	root	1
Q8D0H2	UniRef50_A0A7T4A094	Cluster: Alkaline phosphatase	53	0.5	Actinomycetes	1760
H9L447	UniRef50_A0A7T8FKU2	Cluster: Virulence protein	368	0.5	Salmonella	590
Q9ZC81	UniRef50_A0A7U4DX67	Cluster: Sterol-4-alpha-carboxylate 3-dehydrogenase (Decarboxylating)	1424	0.5	Pseudomonadota	1224
Q8D0P9	UniRef50_A0A7U4GG47	Cluster: Methyl-accepting chemotaxis protein	151	0.5	Pseudomonadota	1224
Q0WK05	UniRef50_A0A7U7G065	Cluster: Beta-fimbriae major subunit	114	0.5	Pseudomonadota	1224
Q9Z381	UniRef50_A0A7U9FVE4	Cluster: DUF2857 domain-containing protein	133	0.5	Gammaproteobacteria	1236
A0A0H2WD43	UniRef50_A0A7V8K180	Cluster: Calcineurin-like phosphoesterase domain-containing protein	1624	0.5	Bacteria	2
O53319	UniRef50_A0A7V9B5K7	Cluster: T-box domain-containing protein	1332	0.5	root	1
A0A6L7HND7	UniRef50_A0A7X5SZF9	Cluster: Dihydroxyacetone kinase subunit DhaK	2243	0.5	root	1
A0A348A7I7	UniRef50_A0A7X8B6P0	Cluster: Sodium/proline symporter	156	0.5	Terrabacteria group	1783272
O68752	UniRef50_A0A7Z7WU02	Cluster: DUF3164 family protein	431	0.5	root	1
Q4VP87	UniRef50_A0A806QQR6	Cluster: Ethanolamine utilization-propanediol utilization family protein	2	0.5	Francisella tularensis subsp. tularensis	119856
Q5NHD9	UniRef50_A0A806R2X2	Cluster: site-specific DNA-methyltransferase (adenine-specific)	4	0.5	Bacteria	2
Q57285	UniRef50_A0A826MEL2	Cluster: Pesticin immunity protein	49	0.5	Bacteria	2
D2TK72	UniRef50_A0A827HPP6	Cluster: DUF1076 domain-containing protein	14	0.5	Enterobacteriaceae	543
A0A6H3AK62	UniRef50_A0A828ZN13	Cluster: DltD domain-containing protein	945	0.5	Bacteria	2
Q9RMZ3	UniRef50_A0A829F575	Cluster: AAA domain-containing protein	97	0.5	cellular organisms	131567
A0A380PE06	UniRef50_A0A832AME8	Cluster: ABC transporter substrate-binding protein	4	0.5	Pseudomonadota	1224
A0A3N4B631	UniRef50_A0A833QA95	Cluster: Ribose import ATP-binding protein RbsA	271	0.5	Bacteria	2
Q5NEC8	UniRef50_A0A844XL73	Cluster: Pathogenicity determinant protein PdpC	55	0.5	Francisella	262
A0A5P8YFI0	UniRef50_A0A8B6KSR0	Cluster: Putative hemolysin	310	0.5	Yersinia	629
A0A6L7HAI8	UniRef50_A0A8G2M8L0	Cluster: Luciferase-like monooxygenase	2295	0.5	Bacteria	2
Q5FMF6	UniRef50_A0A8H9KGD0	Cluster: Cell division protein	141	0.5	Lactobacillaceae	33958
Q5NFS5	UniRef50_A0A8J2Z592	Cluster: Bifunctional protein PutA	69	0.5	root	1
Q5NIF1	UniRef50_A0A8J3E7N5	Cluster: DNA 3'-5' helicase	82	0.5	Thiotrichales	72273
Q5NFT9	UniRef50_A0A8J3G1E4	Cluster: Cyanophycin synthetase	656	0.5	root	1
Q5NG37	UniRef50_A0A8S6NW44	Cluster: Amino acid permease	42	0.5	Pseudomonadota	1224
Q5NI33	UniRef50_A0A8S6NWP9	Cluster: Ribonuclease II/R domain-containing protein	68	0.5	Francisellaceae	34064
Q5NIQ5	UniRef50_A0A8S6NXJ2	Cluster: Major facilitator superfamily (MFS) profile domain-containing protein	38	0.5	Gammaproteobacteria	1236
Q5NH68	UniRef50_A0A8S6NXZ8	Cluster: DUF3573 domain-containing protein	36	0.5	Francisella	262
Q5NF16	UniRef50_A0A8S6P040	Cluster: ABC transporter domain-containing protein	49	0.5	Thiotrichales	72273
Q5NFN7	UniRef50_A0A8S6P0B2	Cluster: Major facilitator superfamily (MFS) profile domain-containing protein	51	0.5	Gammaproteobacteria	1236
Q5NIN7	UniRef50_A0A8S6P1C8	Cluster: IucA/IucC family siderophore biosynthesis protein	32	0.5	Francisella	262
Q5NEP4	UniRef50_A0A8S6P2Z1	Cluster: Uncharacterized protein	10	0.5	Francisella	262
Q5NGK2	UniRef50_A0A8S6P350	Cluster: Phosphatidylcholine/phosphatidylserine synthase	46	0.5	Francisellaceae	34064
Q5NGT9	UniRef50_A0A8S6P3N7	Cluster: PKD-like domain-containing protein	11	0.5	Francisella	262
Q5J6N1	UniRef50_A0ELI2	Cluster: Neisseria adhesin A	8	0.5	Neisseria meningitidis	487
Q5NFB0	UniRef50_A0KJE8	Cluster: Serine--tRNA ligase	636	0.5	root	1
Q8ZEC8	UniRef50_A0KLJ2	Cluster: Ion-translocating oxidoreductase complex subunit A	1298	0.5	root	1
Q8ZHF1	UniRef50_A0KNV3	Cluster: Glutaminase	1572	0.5	cellular organisms	131567
Q5NHN8	UniRef50_A0L7X6	Cluster: Probable glycine dehydrogenase (decarboxylating) subunit 1	119	0.5	root	1
Q5NHI8	UniRef50_A0Q5D7	Cluster: Arginine--tRNA ligase	80	0.5	cellular organisms	131567
Q5NHI7	UniRef50_A0Q5D8	Cluster: LPS-assembly protein LptD	152	0.5	Gammaproteobacteria	1236
Q5NGY1	UniRef50_A0Q5I5	Cluster: Ribosomal RNA small subunit methyltransferase H	69	0.5	cellular organisms	131567
Q5NGV8	UniRef50_A0Q5L0	Cluster: Deoxyguanosinetriphosphate triphosphohydrolase-like protein	66	0.5	Thiotrichales	72273
Q5NGZ3	UniRef50_A0Q6M3	Cluster: Prepilin leader peptidase/N-methyltransferase	56	0.5	Francisellaceae	34064
Q5NHH2	UniRef50_A0Q6X4	Cluster: Bacterial lipoprotein FTN_1103	55	0.5	Francisella	262
Q5NFK5	UniRef50_A0Q7B4	Cluster: Thymidylate synthase	453	0.5	root	1
Q5NF40	UniRef50_A0Q7N0	Cluster: Uroporphyrinogen-III synthase	28	0.5	Francisella	262
Q5NIG9	UniRef50_A0Q8A7	Cluster: Transposase IS701-like DDE domain-containing protein	18	0.5	Francisella tularensis	263
A0A0H3LA42	UniRef50_A0QYG2	Cluster: Glycogen accumulation regulator GarA	317	0.5	Actinomycetes	1760
O07177	UniRef50_A0R6D9	Cluster: Maltokinase	604	0.5	Bacteria	2
Q81VT8	UniRef50_A0R8H2	Cluster: DNA-directed RNA polymerase subunit beta	1231	0.5	root	1
Q81Z76	UniRef50_A0R9A0	Cluster: Proline--tRNA ligase 2	767	0.5	Bacteria	2
Q81UI7	UniRef50_A0RAC8	Cluster: Protein translocase subunit SecA 2	990	0.5	Bacteria	2
Q81YB5	UniRef50_A0RGX3	Cluster: Phosphonate ABC transporter permease	723	0.5	Bacteria	2
A0A6L8PXZ2	UniRef50_A0RJE8	Cluster: NEAT domain-containing protein	24	0.5	Bacillus	1386
A0A6L8P1L2	UniRef50_A0RK46	Cluster: DAGKc domain-containing protein	541	0.5	Bacteria	2
A0A5P8YCG4	UniRef50_A1JIY0	Cluster: Probable outer membrane efflux lipoprotein	161	0.5	Pseudomonadota	1224
A0A2S9PLH1	UniRef50_A1JIZ6	Cluster: Alginate lyase domain-containing protein	277	0.5	Pseudomonadota	1224
Q8ZD36	UniRef50_A1JKL6	Cluster: tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	1591	0.5	Enterobacterales	91347
Q8ZCW1	UniRef50_A1JKX1	Cluster: Multidrug resistance protein MdtA	1567	0.5	Enterobacterales	91347
Q8ZHH3	UniRef50_A1JPR0	Cluster: Phosphoglycerate kinase	533	0.5	cellular organisms	131567
A0A0E1NUQ4	UniRef50_A1JQ79	Cluster: Uncharacterized protein YtcA	122	0.5	Enterobacterales	91347
A0A3N4B3M4	UniRef50_A1JRX4	Cluster: Galactose-1-phosphate uridylyltransferase	146	0.5	cellular organisms	131567
A0A384KHE2	UniRef50_A1JSD9	Cluster: Type IV pilus assembly protein PilM	245	0.5	Enterobacterales	91347
A0A2U2H0M9	UniRef50_A1JTL9	Cluster: TagK domain-containing protein	68	0.5	Yersiniaceae	1903411
Q8ZJ74	UniRef50_A1S1K8	Cluster: Shikimate dehydrogenase (NADP(+))	41	0.5	cellular organisms	131567
Q5NG10	UniRef50_A1ST27	Cluster: Sulfate adenylyltransferase subunit 1	229	0.5	Pseudomonadota	1224
Q5NG39	UniRef50_A1TNR1	Cluster: 1-deoxy-D-xylulose-5-phosphate synthase	1495	0.5	root	1
Q81WK6	UniRef50_A1TYU5	Cluster: ATP-dependent protease ATPase subunit HslU	2156	0.5	root	1
Q5NH21	UniRef50_A1U380	Cluster: Lipoyl synthase	1604	0.5	root	1
Q5NHY6	UniRef50_A1WWI7	Cluster: Glutamate--tRNA ligase 2	250	0.5	root	1
A0A0H2WCN0	UniRef50_A2RXV6	Cluster: Intracellular motility protein A	93	0.5	Burkholderia	32008
Q7CIZ3	UniRef50_A3FEW8	Cluster: Beta-galactosidase	991	0.5	Gammaproteobacteria	1236
A0A3N4AZS9	UniRef50_A3N342	Cluster: 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	1585	0.5	Gammaproteobacteria	1236
Q62B08	UniRef50_A3P6Z6	Cluster: Effector protein BipC	130	0.5	Burkholderia	32008
Q8ZIM0	UniRef50_A4G3E6	Cluster: Isoleucine--tRNA ligase	582	0.5	root	1
A0A3P1UFQ3	UniRef50_A4J1F0	Cluster: MotA/TolQ/ExbB proton channel	413	0.5	Bacteria	2
A4NBN9	UniRef50_A4NBN9	Cluster: Surface-adhesin protein E	137	0.5	Gammaproteobacteria	1236
Q7CJM9	UniRef50_A4VNX4	Cluster: Dual-specificity RNA methyltransferase RlmN	3324	0.5	root	1
A0A009GC19	UniRef50_A4YK73	Cluster: Acetyl-coenzyme A synthetase	2451	0.5	root	1
A0A4Y1W7Z0	UniRef50_A5D2Q4	Cluster: Aspartokinase	715	0.5	Bacteria	2
Q8ZCT2	UniRef50_A5F3F7	Cluster: Nucleoside diphosphate kinase	2148	0.5	root	1
Q5NID1	UniRef50_A5F3P6	Cluster: DNA-directed RNA polymerase subunit beta'	7791	0.5	root	1
Q7CGS4	UniRef50_A5F9G1	Cluster: D-erythrose-4-phosphate dehydrogenase	4916	0.5	root	1
A0A6L8PS06	UniRef50_A5HZ86	Cluster: Xaa-pro aminopeptidase	1135	0.5	Bacteria	2
A0A0H2WCL3	UniRef50_A5PM31	Cluster: TssN	28	0.5	pseudomallei group	111527
A0A0H3L6R4	UniRef50_A5U0H5	Cluster: Metallo-beta-lactamase superfamily protein,putative	113	0.5	Bacteria	2
Q5FKX2	UniRef50_A5VIU4	Cluster: 30S ribosomal protein S4	937	0.5	root	1
A0A6L7HDR8	UniRef50_A6CNR8	Cluster: Phenylalanine 4-monooxygenase	829	0.5	Bacteria	2
Q5NFN4	UniRef50_A6M2Z0	Cluster: UvrABC system protein B	141	0.5	root	1
Q8ZFU4	UniRef50_A6T7D6	Cluster: Dihydroorotase	4375	0.5	root	1
Q8ZEV7	UniRef50_A6TB43	Cluster: Arginine--tRNA ligase	5651	0.5	root	1
Q7CHU1	UniRef50_A6TB83	Cluster: Protein MtfA	3313	0.5	root	1
Q8ZAA2	UniRef50_A7FD15	Cluster: Glutamate racemase	3444	0.5	root	1
Q8ZDA6	UniRef50_A7FFP8	Cluster: Chitooligosaccharide deacetylase	34	0.5	Gammaproteobacteria	1236
P58526	UniRef50_A7FH13	Cluster: N-methyl-L-tryptophan oxidase	1709	0.5	cellular organisms	131567
Q7CJV2	UniRef50_A7FKW1	Cluster: LPS-assembly lipoprotein LptE	197	0.5	Enterobacterales	91347
P37867	UniRef50_A7FLR8	Cluster: Regulatory protein RecX	101	0.5	Gammaproteobacteria	1236
Q8ZB88	UniRef50_A7FMV8	Cluster: Iron-sulfur cluster repair protein YtfE	769	0.5	root	1
Q8ZJF6	UniRef50_A7FNT5	Cluster: 3-dehydroquinate synthase	199	0.5	root	1
Q00496	UniRef50_A7GBG3	Cluster: Botulinum neurotoxin type F	85	0.5	Clostridium	1485
Q81ZF8	UniRef50_A7GKJ4	Cluster: 1-pyrroline-5-carboxylate dehydrogenase	907	0.5	root	1
A0A6L8P438	UniRef50_A7GLQ7	Cluster: O-antigen ligase domain-containing protein	775	0.5	Bacteria	2
A0A6L8NYD9	UniRef50_A7GM14	Cluster: Alanine racemase	510	0.5	Bacteria	2
A0A2B6C300	UniRef50_A7GNC4	Cluster: Group-specific protein	122	0.5	Bacteria	2
A0A6L7HKU8	UniRef50_A7GNH4	Cluster: Flagellar assembly protein FliH/Type III secretion system HrpE domain-containing protein	593	0.5	Bacteria	2
Q81S64	UniRef50_A7GNN8	Cluster: Aspartate--ammonia ligase	773	0.5	root	1
Q81NJ6	UniRef50_A7GP55	Cluster: Arsenate reductase	791	0.5	Bacteria	2
A0A6L7H4A4	UniRef50_A7GPW7	Cluster: DUF1835 domain-containing protein	839	0.5	Bacillaceae	186817
A0A6H3AKP3	UniRef50_A7GT68	Cluster: AI-2E family transporter	540	0.5	Bacteria	2
Q81LI7	UniRef50_A7GT84	Cluster: Aspartate--tRNA(Asp/Asn) ligase	3222	0.5	root	1
